q(A-1)	I(q)20230413_0_00022.edf{0}_circles_27_division_ExposureTime	Sig(q)20230413_0_00022.edf{0}_circles_27	2Theta(degrees)
0.02308	0.00024	0.05343	0.32445
0.02336	0.00032	0.06174	0.32840
0.02364	0.00027	0.05702	0.33236
0.02392	0.00024	0.05339	0.33632
0.02420	0.00024	0.05278	0.34027
0.02448	0.00018	0.04497	0.34423
0.02476	0.00021	0.04914	0.34819
0.02505	0.00023	0.05071	0.35214
0.02533	0.00021	0.04889	0.35610
0.02561	0.00020	0.04765	0.36006
0.02589	0.00021	0.04821	0.36401
0.02617	0.00024	0.05068	0.36797
0.02645	0.00023	0.05018	0.37193
0.02673	0.00022	0.04804	0.37588
0.02701	0.00023	0.04962	0.37984
0.02730	0.00023	0.04912	0.38380
0.02758	0.00023	0.04911	0.38775
0.02786	0.00024	0.04952	0.39171
0.02814	0.00023	0.04805	0.39567
0.02842	0.00026	0.05080	0.39962
0.02870	0.00026	0.05093	0.40358
0.02898	0.00024	0.04887	0.40753
0.02927	0.00021	0.04561	0.41149
0.02955	0.00026	0.05018	0.41545
0.02983	0.00024	0.04767	0.41940
0.03011	0.00019	0.04235	0.42336
0.03039	0.00022	0.04573	0.42732
0.03067	0.00020	0.04315	0.43127
0.03095	0.00024	0.04738	0.43523
0.03124	0.00026	0.04939	0.43919
0.03152	0.00020	0.04284	0.44314
0.03180	0.00021	0.04365	0.44710
0.03208	0.00019	0.04113	0.45106
0.03236	0.00019	0.04182	0.45501
0.03264	0.00019	0.04111	0.45897
0.03292	0.00020	0.04245	0.46293
0.03321	0.00020	0.04158	0.46688
0.03349	0.00017	0.03877	0.47084
0.03377	0.00016	0.03676	0.47480
0.03405	0.00019	0.03991	0.47875
0.03433	0.00019	0.04063	0.48271
0.03461	0.00021	0.04205	0.48666
0.03489	0.00017	0.03809	0.49062
0.03518	0.00020	0.04125	0.49458
0.03546	0.00022	0.04283	0.49853
0.03574	0.00021	0.04130	0.50249
0.03602	0.00021	0.04123	0.50645
0.03630	0.00021	0.04121	0.51040
0.03658	0.00018	0.03760	0.51436
0.03686	0.00018	0.03824	0.51832
0.03714	0.00017	0.03660	0.52227
0.03743	0.00022	0.04140	0.52623
0.03771	0.00021	0.04086	0.53018
0.03799	0.00017	0.03594	0.53414
0.03827	0.00018	0.03751	0.53810
0.03855	0.00019	0.03825	0.54205
0.03883	0.00017	0.03572	0.54601
0.03911	0.00019	0.03796	0.54997
0.03940	0.00019	0.03798	0.55392
0.03968	0.00023	0.04119	0.55788
0.03996	0.00020	0.03840	0.56184
0.04024	0.00017	0.03538	0.56579
0.04052	0.00019	0.03692	0.56975
0.04080	0.00022	0.04026	0.57370
0.04108	0.00018	0.03572	0.57766
0.04137	0.00017	0.03516	0.58162
0.04165	0.00017	0.03496	0.58557
0.04193	0.00019	0.03688	0.58953
0.04221	0.00020	0.03738	0.59349
0.04249	0.00022	0.03940	0.59744
0.04277	0.00020	0.03705	0.60140
0.04305	0.00020	0.03725	0.60536
0.04334	0.00020	0.03681	0.60931
0.04362	0.00021	0.03748	0.61327
0.04390	0.00018	0.03496	0.61722
0.04418	0.00017	0.03354	0.62118
0.04446	0.00020	0.03646	0.62514
0.04474	0.00019	0.03551	0.62909
0.04502	0.00017	0.03316	0.63305
0.04530	0.00016	0.03290	0.63701
0.04559	0.00017	0.03297	0.64096
0.04587	0.00017	0.03327	0.64492
0.04615	0.00017	0.03361	0.64887
0.04643	0.00017	0.03269	0.65283
0.04671	0.00019	0.03463	0.65679
0.04699	0.00018	0.03366	0.66074
0.04727	0.00020	0.03591	0.66470
0.04756	0.00020	0.03579	0.66865
0.04784	0.00022	0.03681	0.67261
0.04812	0.00019	0.03472	0.67657
0.04840	0.00019	0.03438	0.68052
0.04868	0.00018	0.03357	0.68448
0.04896	0.00019	0.03373	0.68844
0.04924	0.00022	0.03649	0.69239
0.04953	0.00021	0.03595	0.69635
0.04981	0.00019	0.03367	0.70030
0.05009	0.00019	0.03394	0.70426
0.05037	0.00020	0.03466	0.70822
0.05065	0.00018	0.03239	0.71217
0.05093	0.00019	0.03377	0.71613
0.05121	0.00017	0.03195	0.72008
0.05149	0.00018	0.03238	0.72404
0.05178	0.00018	0.03259	0.72800
0.05206	0.00016	0.03241	0.73195
0.05234	0.00014	0.03065	0.73591
0.05262	0.00015	0.03186	0.73986
0.05290	0.00016	0.03300	0.74382
0.05318	0.00020	0.03641	0.74778
0.05346	0.00016	0.03325	0.75173
0.05375	0.00016	0.03311	0.75569
0.05403	0.00018	0.03588	0.75964
0.05431	0.00020	0.03715	0.76360
0.05459	0.00017	0.03517	0.76756
0.05487	0.00017	0.03504	0.77151
0.05515	0.00018	0.03607	0.77547
0.05543	0.00016	0.03386	0.77942
0.05572	0.00016	0.03391	0.78338
0.05600	0.00016	0.03386	0.78734
0.05628	0.00018	0.03595	0.79129
0.05656	0.00020	0.03798	0.79525
0.05684	0.00018	0.03639	0.79920
0.05712	0.00021	0.03909	0.80316
0.05740	0.00019	0.03828	0.80712
0.05768	0.00022	0.04038	0.81107
0.05797	0.00025	0.04306	0.81503
0.05825	0.00022	0.04047	0.81898
0.05853	0.00021	0.03966	0.82294
0.05881	0.00021	0.03975	0.82690
0.05909	0.00019	0.03757	0.83085
0.05937	0.00016	0.03478	0.83481
0.05965	0.00020	0.03894	0.83876
0.05994	0.00019	0.03825	0.84272
0.06022	0.00020	0.03939	0.84668
0.06050	0.00021	0.04077	0.85063
0.06078	0.00018	0.03738	0.85459
0.06106	0.00020	0.03992	0.85854
0.06134	0.00018	0.03762	0.86250
0.06162	0.00017	0.03651	0.86645
0.06190	0.00019	0.03847	0.87041
0.06219	0.00021	0.04078	0.87437
0.06247	0.00018	0.03790	0.87832
0.06275	0.00017	0.03636	0.88228
0.06303	0.00019	0.03873	0.88623
0.06331	0.00020	0.03981	0.89019
0.06359	0.00019	0.03940	0.89415
0.06387	0.00019	0.03926	0.89810
0.06416	0.00018	0.03845	0.90206
0.06444	0.00019	0.03877	0.90601
0.06472	0.00018	0.03788	0.90997
0.06500	0.00019	0.03955	0.91392
0.06528	0.00020	0.03995	0.91788
0.06556	0.00016	0.03616	0.92184
0.06584	0.00018	0.03774	0.92579
0.06612	0.00019	0.03934	0.92975
0.06641	0.00018	0.03810	0.93370
0.06669	0.00018	0.03822	0.93766
0.06697	0.00015	0.03509	0.94161
0.06725	0.00015	0.03528	0.94557
0.06753	0.00020	0.04077	0.94952
0.06781	0.00019	0.03980	0.95348
0.06809	0.00019	0.03897	0.95744
0.06838	0.00019	0.03914	0.96139
0.06866	0.00017	0.03680	0.96535
0.06894	0.00014	0.03399	0.96930
0.06922	0.00017	0.03770	0.97326
0.06950	0.00018	0.03805	0.97721
0.06978	0.00018	0.03861	0.98117
0.07006	0.00016	0.03634	0.98513
0.07034	0.00016	0.03683	0.98908
0.07063	0.00019	0.03910	0.99304
0.07091	0.00018	0.03913	0.99699
0.07119	0.00014	0.03351	1.00095
0.07147	0.00016	0.03588	1.00490
0.07175	0.00017	0.03785	1.00886
0.07203	0.00017	0.03751	1.01281
0.07231	0.00016	0.03638	1.01677
0.07260	0.00020	0.04038	1.02072
0.07288	0.00017	0.03801	1.02468
0.07316	0.00015	0.03586	1.02864
0.07344	0.00015	0.03568	1.03259
0.07372	0.00014	0.03385	1.03655
0.07400	0.00012	0.03148	1.04050
0.07428	0.00016	0.03712	1.04446
0.07456	0.00018	0.03869	1.04841
0.07485	0.00018	0.03883	1.05237
0.07513	0.00019	0.03965	1.05632
0.07541	0.00019	0.04025	1.06028
0.07569	0.00016	0.03720	1.06423
0.07597	0.00019	0.03990	1.06819
0.07625	0.00019	0.04021	1.07214
0.07653	0.00016	0.03658	1.07610
0.07681	0.00018	0.03924	1.08006
0.07710	0.00021	0.04188	1.08401
0.07738	0.00015	0.03594	1.08797
0.07766	0.00014	0.03389	1.09192
0.07794	0.00017	0.03781	1.09588
0.07822	0.00020	0.04167	1.09983
0.07850	0.00018	0.03871	1.10379
0.07878	0.00020	0.04141	1.10774
0.07906	0.00020	0.04082	1.11170
0.07935	0.00021	0.04235	1.11565
0.07963	0.00023	0.04424	1.11961
0.07991	0.00020	0.04098	1.12356
0.08019	0.00021	0.04246	1.12752
0.08047	0.00019	0.04022	1.13147
0.08075	0.00015	0.03570	1.13543
0.08103	0.00015	0.03530	1.13938
0.08132	0.00016	0.03645	1.14334
0.08160	0.00017	0.03774	1.14729
0.08188	0.00016	0.03656	1.15125
0.08216	0.00012	0.03213	1.15520
0.08244	0.00016	0.03749	1.15916
0.08272	0.00019	0.04064	1.16311
0.08300	0.00020	0.04113	1.16707
0.08328	0.00019	0.04010	1.17102
0.08357	0.00018	0.03935	1.17498
0.08385	0.00017	0.03770	1.17893
0.08413	0.00018	0.03948	1.18289
0.08441	0.00019	0.04053	1.18685
0.08469	0.00016	0.03748	1.19080
0.08497	0.00016	0.03686	1.19476
0.08525	0.00014	0.03495	1.19871
0.08553	0.00014	0.03535	1.20267
0.08582	0.00015	0.03618	1.20662
0.08610	0.00016	0.03663	1.21057
0.08638	0.00018	0.03921	1.21453
0.08666	0.00018	0.03903	1.21848
0.08694	0.00018	0.03993	1.22244
0.08722	0.00018	0.03920	1.22639
0.08750	0.00019	0.04080	1.23035
0.08778	0.00023	0.04456	1.23430
0.08807	0.00016	0.03727	1.23826
0.08835	0.00017	0.03885	1.24221
0.08863	0.00017	0.03881	1.24617
0.08891	0.00018	0.03986	1.25012
0.08919	0.00017	0.03826	1.25408
0.08947	0.00017	0.03850	1.25803
0.08975	0.00020	0.04139	1.26199
0.09003	0.00018	0.03927	1.26594
0.09032	0.00018	0.03971	1.26990
0.09060	0.00019	0.04028	1.27385
0.09088	0.00018	0.03969	1.27781
0.09116	0.00019	0.04073	1.28176
0.09144	0.00022	0.04374	1.28572
0.09172	0.00021	0.04278	1.28967
0.09200	0.00019	0.04028	1.29363
0.09228	0.00017	0.03898	1.29758
0.09257	0.00017	0.03867	1.30154
0.09285	0.00016	0.03703	1.30549
0.09313	0.00015	0.03568	1.30945
0.09341	0.00014	0.03540	1.31340
0.09369	0.00017	0.03864	1.31735
0.09397	0.00019	0.04088	1.32131
0.09425	0.00019	0.04028	1.32526
0.09453	0.00017	0.03868	1.32922
0.09482	0.00016	0.03789	1.33317
0.09510	0.00015	0.03577	1.33713
0.09538	0.00016	0.03777	1.34108
0.09566	0.00014	0.03522	1.34504
0.09594	0.00014	0.03544	1.34899
0.09622	0.00015	0.03680	1.35295
0.09650	0.00014	0.03568	1.35690
0.09678	0.00015	0.03607	1.36085
0.09707	0.00014	0.03544	1.36481
0.09735	0.00019	0.04042	1.36876
0.09763	0.00019	0.04049	1.37272
0.09791	0.00020	0.04228	1.37667
0.09819	0.00018	0.03945	1.38063
0.09847	0.00018	0.04002	1.38458
0.09875	0.00018	0.03974	1.38854
0.09903	0.00020	0.04189	1.39249
0.09932	0.00020	0.04204	1.39644
0.09960	0.00018	0.03926	1.40040
0.09988	0.00019	0.04101	1.40435
0.10016	0.00018	0.03990	1.40831
0.10044	0.00020	0.04251	1.41226
0.10072	0.00014	0.03516	1.41622
0.10100	0.00021	0.04325	1.42017
0.10128	0.00022	0.04361	1.42412
0.10157	0.00023	0.04527	1.42808
0.10185	0.00019	0.04118	1.43203
0.10213	0.00018	0.04040	1.43599
0.10241	0.00018	0.04011	1.43994
0.10269	0.00016	0.03707	1.44390
0.10297	0.00018	0.04025	1.44785
0.10325	0.00012	0.03210	1.45180
0.10353	0.00015	0.03658	1.45576
0.10381	0.00016	0.03759	1.45971
0.10410	0.00017	0.03871	1.46367
0.10438	0.00019	0.04113	1.46762
0.10466	0.00020	0.04230	1.47157
0.10494	0.00017	0.03882	1.47553
0.10522	0.00017	0.03876	1.47948
0.10550	0.00018	0.03986	1.48344
0.10578	0.00018	0.03994	1.48739
0.10606	0.00016	0.03740	1.49135
0.10635	0.00015	0.03637	1.49530
0.10663	0.00016	0.03728	1.49925
0.10691	0.00020	0.04166	1.50321
0.10719	0.00016	0.03827	1.50716
0.10747	0.00019	0.04134	1.51112
0.10775	0.00019	0.04057	1.51507
0.10803	0.00019	0.04120	1.51902
0.10831	0.00021	0.04347	1.52298
0.10860	0.00020	0.04202	1.52693
0.10888	0.00020	0.04270	1.53088
0.10916	0.00021	0.04336	1.53484
0.10944	0.00019	0.04130	1.53879
0.10972	0.00019	0.04119	1.54275
0.11000	0.00019	0.04174	1.54670
0.11028	0.00023	0.04484	1.55065
0.11056	0.00018	0.03965	1.55461
0.11084	0.00017	0.03883	1.55856
0.11113	0.00018	0.04015	1.56252
0.11141	0.00018	0.03960	1.56647
0.11169	0.00018	0.03949	1.57042
0.11197	0.00014	0.03535	1.57438
0.11225	0.00012	0.03243	1.57833
0.11253	0.00017	0.03863	1.58228
0.11281	0.00016	0.03831	1.58624
0.11309	0.00014	0.03570	1.59019
0.11338	0.00016	0.03778	1.59415
0.11366	0.00017	0.03852	1.59810
0.11394	0.00016	0.03824	1.60205
0.11422	0.00015	0.03681	1.60601
0.11450	0.00016	0.03731	1.60996
0.11478	0.00024	0.04623	1.61391
0.11506	0.00030	0.05211	1.61787
0.11534	0.00023	0.04569	1.62182
0.11562	0.00021	0.04294	1.62577
0.11591	0.00016	0.03792	1.62973
0.11619	0.00019	0.04170	1.63368
0.11647	0.00018	0.04013	1.63763
0.11675	0.00019	0.04175	1.64159
0.11703	0.00017	0.03879	1.64554
0.11731	0.00014	0.03582	1.64949
0.11759	0.00013	0.03459	1.65345
0.11787	0.00014	0.03496	1.65740
0.11815	0.00017	0.03930	1.66135
0.11844	0.00017	0.03928	1.66531
0.11872	0.00015	0.03628	1.66926
0.11900	0.00014	0.03580	1.67322
0.11928	0.00015	0.03713	1.67717
0.11956	0.00015	0.03616	1.68112
0.11984	0.00016	0.03815	1.68508
0.12012	0.00016	0.03806	1.68903
0.12040	0.00014	0.03596	1.69298
0.12068	0.00014	0.03579	1.69693
0.12097	0.00017	0.03930	1.70089
0.12125	0.00017	0.03924	1.70484
0.12153	0.00016	0.03729	1.70879
0.12181	0.00018	0.03975	1.71275
0.12209	0.00019	0.04092	1.71670
0.12237	0.00018	0.04058	1.72065
0.12265	0.00018	0.03967	1.72461
0.12293	0.00019	0.04081	1.72856
0.12322	0.00017	0.03923	1.73251
0.12350	0.00017	0.03909	1.73647
0.12378	0.00018	0.03985	1.74042
0.12406	0.00017	0.03861	1.74437
0.12434	0.00017	0.03949	1.74833
0.12462	0.00015	0.03653	1.75228
0.12490	0.00017	0.03879	1.75623
0.12518	0.00019	0.04176	1.76018
0.12546	0.00014	0.03513	1.76414
0.12575	0.00017	0.03909	1.76809
0.12603	0.00015	0.03693	1.77204
0.12631	0.00015	0.03708	1.77600
0.12659	0.00016	0.03837	1.77995
0.12687	0.00016	0.03759	1.78390
0.12715	0.00015	0.03732	1.78786
0.12743	0.00015	0.03679	1.79181
0.12771	0.00016	0.03814	1.79576
0.12799	0.00019	0.04157	1.79971
0.12828	0.00016	0.03847	1.80367
0.12856	0.00015	0.03631	1.80762
0.12884	0.00014	0.03579	1.81157
0.12912	0.00017	0.03884	1.81552
0.12940	0.00016	0.03840	1.81948
0.12968	0.00017	0.03886	1.82343
0.12996	0.00014	0.03572	1.82738
0.13024	0.00014	0.03597	1.83134
0.13052	0.00015	0.03715	1.83529
0.13080	0.00016	0.03818	1.83924
0.13109	0.00015	0.03662	1.84319
0.13137	0.00015	0.03675	1.84715
0.13165	0.00013	0.03381	1.85110
0.13193	0.00015	0.03663	1.85505
0.13221	0.00012	0.03315	1.85900
0.13249	0.00013	0.03433	1.86296
0.13277	0.00015	0.03628	1.86691
0.13305	0.00017	0.03915	1.87086
0.13333	0.00022	0.04423	1.87481
0.13362	0.00017	0.03943	1.87877
0.13390	0.00016	0.03776	1.88272
0.13418	0.00015	0.03636	1.88667
0.13446	0.00015	0.03818	1.89062
0.13474	0.00016	0.04259	1.89458
0.13502	0.00015	0.04373	1.89853
0.13530	0.00019	0.05096	1.90248
0.13558	0.00018	0.05098	1.90643
0.13586	0.00017	0.05104	1.91039
0.13615	0.00015	0.04838	1.91434
0.13643	0.00012	0.04588	1.91829
0.13671	0.00017	0.05532	1.92224
0.13699	0.00017	0.05689	1.92619
0.13727	0.00020	0.06384	1.93015
0.13755	0.00015	0.05647	1.93410
0.13783	0.00018	0.06335	1.93805
0.13811	0.00018	0.06570	1.94200
0.13839	0.00016	0.06328	1.94596
0.13867	0.00012	0.05695	1.94991
0.13896	0.00015	0.06624	1.95386
0.13924	0.00013	0.06426	1.95781
0.13952	0.00006	0.04568	1.96176
0.13980	0.00010	0.06084	1.96572
0.14008	0.00013	0.07146	1.96967
0.14036	0.00016	0.08210	1.97362
0.14064	0.00021	0.09828	1.97757
0.14092	0.00017	0.09323	1.98152
0.14120	0.00024	0.11456	1.98548
0.14148	0.00023	0.11901	1.98943
0.14177	0.00026	0.13615	1.99338
0.14205	0.00013	0.10168	1.99733
0.14233	0.00022	0.14488	2.00128
0.14261	0.00023	0.16009	2.00524
0.14289	0.00012	0.13085	2.00919
0.14317	0.00011	0.14524	2.01314
0.14345	0.00018	0.22263	2.01709
0.14373	0.00039	0.44684	2.02104
0.14401	0.00000	0.00000	2.02500
